Source;Target
QYAY;JSRU
CKNE;AOMR
CKNE;TYW2
TZSS;H4MZ
TZSS;T6QF
TZSS;EUAE
O5IK;UDFY
S0F2;DBH2
E6YM;PNNJ
E6YM;F3H5
E6YM;O1ZY
E6YM;V8N4
E6YM;M1H5
UMOG;DSFF
UMOG;LRJV
UMOG;L8Z6
UMOG;ZWL5
IVKY;RLAI
P7O6;BNRU
P7O6;XAH1
P7O6;TNTW
TNTW;L0VD
TNTW;VVDQ
TNTW;XEC4
M0TT;VJF9
T8T7;OKOT
ANKJ;GZS0
ANKJ;IVLH
PHMI;IJIT
PHMI;BKBF
JVNO;KVUU
BKBF;WUVB
BKBF;IJIT
BKBF;R6XZ
BKBF;MKQ6
BKBF;J3KG
BKBF;LDCT
J1F6;ZPP6
J1F6;U3QS
QLGT;C8AF
HAT4;UGFM
HAT4;QQX1
D4W1;DJF2
LEP0;TZOD
PIRB;U3CR
PIRB;CCW7
PIRB;VSIS
MGP2;EVVW
DCWV;JSRU
F9JA;S4OA
F9JA;PGEC
B4V3;W6C7
B4V3;OIS2
J1C5;CBXW
J1C5;A6AC
H2HJ;BJUJ
DJF2;MOCK
DJF2;W6JA
DJF2;QDYA
DJF2;O8UB
DJF2;A2CK
DJF2;TCYA
E1IK;U0V8
E1IK;GWYA
E1IK;GIFI
E1IK;YWK9
E1IK;C9NB
E1IK;KPSP
A0YX;DBCK
A0YX;R2D9
A0YX;YCEZ
A0YX;UXDE
C7WW;YUT3
C7WW;TXLV
BNRU;XAH1
OTIQ;VVDQ
BUPT;VVDC
BUPT;PFPH
N7C6;L4HQ
ZWD6;JWC6
ZWD6;AVN7
ZWD6;NYF3
ZWD6;ILD2
IYS3;B7RG
IYS3;K7Z2
OKOT;H3BX
OKOT;VVDC
OKOT;EWYB
OKOT;V7SG
SAR5;STQQ
SAR5;D1MJ
SAR5;XRIU
SAR5;TTQQ
MBJ8;I5WJ
MBJ8;IMHL
XJDC;QMIY
XJDC;B0AR
XJDC;P5P9
WVKF;QPTN
NOA1;CZCO
NOA1;PZRA
NOA1;KPSP
EYLF;ENBP
MMO5;QKVG
MMO5;MKBR
MMO5;N7RO
MMO5;IKKQ
MMO5;URA4
VJF9;I5HV
VJF9;JXKG
XFG7;LHG7
XFG7;WZTJ
VCF5;J5WG
O4RS;L8FK
OVLT;MZFM
OVLT;MHF7
UTRK;QDH9
UTRK;WZC5
BNNZ;G5XB
BNNZ;R0EI
UGQC;WLL3
A1R4;NYXX
A1R4;IZR2
DBCK;R2D9
DBCK;YCEZ
DBCK;UXDE
F0ZG;L6TF
EVVW;E6MO
EVVW;QMIY
EVVW;HCVP
EVVW;RPU6
EVVW;U2LA
EVVW;B3SH
EVVW;EXD1
EVVW;LQHR
EVVW;WAWF
EVVW;B0ZM
OGMN;FSAR
M9S2;P0K0
MJTJ;PZQB
MJTJ;UKLB
FUUP;TZOD
UOEP;ALSW
O1ZY;PNNJ
O1ZY;F3H5
O1ZY;V8N4
O1ZY;M1H5
DMAA;JIJZ
DMAA;CLUV
BJUJ;M6HI
QWFI;NKEL
BCFO;O5ZW
BCFO;WBTX
BCFO;GWHZ
BCFO;CEYR
BCFO;VBQ0
BCFO;CHRE
BCFO;RXVG
BCFO;A9PJ
BCFO;KYYW
HRXX;C4YM
R4EO;QDBU
R4EO;RQUQ
R4EO;VUBK
R4EO;UIVX
R4EO;YWCZ
R4EO;SYML
IZR2;U2HB
XXJP;OFO5
XXJP;W8KD
P5P9;NWLE
P5P9;QMIY
P5P9;SKU1
QAAY;VRHJ
OLUR;APEF
ORBM;VVAE
YOGB;JIJZ
JZQF;UYL7
AKM7;AAJR
AKM7;FPJS
AKM7;ZXVH
AKM7;HCDF
S4OA;PGEC
TMNM;IJJF
GMO7;IJIT
APEF;UFMW
YQJU;E9NQ
J4RI;SWJ7
J4RI;WVHW
SAGM;LUQU
SAGM;U9TZ
H4J9;ZCCB
H4J9;YBQH
LIA6;ZCCP
LIA6;XPL0
PNNJ;F3XS
PNNJ;VNAW
PNNJ;F3H5
PNNJ;V8N4
PNNJ;M1H5
AHD1;TTQQ
AHD1;I8YK
ZWJF;NTZF
ZWJF;W7HS
DZAQ;P1B0
JSRU;VQBO
JSRU;MRLB
JSRU;MVA5
JSRU;ZXL4
JSRU;IXGH
JSRU;AVN7
JSRU;UDFY
JSRU;E0LH
JSRU;JQW8
JSRU;NYF3
JSRU;B3ER
JSRU;JWC6
JSRU;CFXM
R0VS;W6JA
R0VS;AJNA
AVN7;KOP0
AVN7;QVVN
AVN7;SAKK
AVN7;IWMN
HAAG;UPGB
HAAG;G8FQ
XVJO;FUU0
KGR0;HCVP
B0ZM;SGZ4
B0ZM;O0O0
B0ZM;LQHR
B0ZM;OKAW
B0ZM;CJQJ
B0ZM;U2LA
B0ZM;OYWT
B0ZM;RPU6
O5ZW;XKR3
O5ZW;YNM6
O5ZW;QYI5
O5ZW;Y7D4
O5ZW;FOFA
VVDQ;XAH1
R1U3;VUBK
TZBV;WVHW
OIS2;W6C7
MZFM;MHF7
WBAS;TQPJ
O3WN;VYRO
S9UI;F3F2
S9UI;DLV8
TEH0;AAJR
TEH0;GSY8
KVUU;NYHB
O0O0;PRWN
O0O0;U2LA
O0O0;SGZ4
HVLZ;UULX
KMDI;C8AF
A5SN;VUBK
GFKH;U1VP
CCYO;DWSC
AAJR;HCDF
AAJR;FPJS
AAJR;ZXVH
JDXB;FTSA
JDXB;JMGT
JDXB;VSB9
JDXB;FBCX
K6H6;GCV9
S5SW;EKUW
S5SW;QJUE
N3OF;VUBK
KXDS;MRVS
KXDS;CMSS
HRWN;EUJQ
MRVS;L9TA
OYWT;E6MO
OYWT;GJUP
OYWT;U2LA
OYWT;HCVP
OYWT;LQHR
OYWT;SGZ4
QDH9;JXKG
QDH9;HPH0
QDH9;TAER
E3XY;L7ML
E3XY;NGTJ
E3XY;NOC0
GGDU;DYOI
TZLR;HBHH
ZXVH;FPJS
ZXVH;HCDF
MWEN;E9NQ
P0W0;H3WS
KYYW;VBQ0
C4DD;E6KU
IVSD;TTQQ
M6QA;GZEG
M6QA;GCV9
LPUV;U1VP
U9KY;QDVF
E0IL;FSAR
ORFF;B0LU
RPU6;E6MO
RPU6;U2LA
RPU6;HCVP
RPU6;QMIY
TEJ5;DGZQ
D1TD;B4KH
LDDO;FUU0
H4MZ;EUAE
MKQ6;IJIT
YCEZ;UXDE
YCEZ;R2D9
WBKV;RID9
WBKV;ENBP
N7GM;UDKQ
KLKY;IMHL
B7RG;K7Z2
KIAF;UYL7
KIAF;PRWN
KIAF;VUBK
KIAF;RQUQ
KIAF;OGBQ
PZQB;QPTN
PZQB;UKLB
RKQ2;UGFM
RKQ2;BINF
GSJ1;GZS0
R2D9;WSTT
R2D9;I5C6
R2D9;UXDE
H8KP;GTCM
H8KP;W5EZ
SZDH;L8FK
VSIS;U3CR
VSIS;CCW7
NTZF;W7HS
RKOK;HCVP
XRIU;D1MJ
OYFW;TQPJ
LCA7;HCVP
RRLN;JXKG
RRLN;HPH0
BPWT;U9TZ
BPWT;LUQU
JQW8;UDFY
XVFG;PEJC
XVFG;JNYX
XVFG;COUR
ZCCB;WLL3
N7RO;QKVG
F3TK;G4PB
DPE4;CMSS
DPE4;L4HQ
DPE4;XFZF
DPE4;N0PI
AANA;DYOI
CJQJ;E6MO
CJQJ;SGZ4
BKSV;KXQG
GHUB;HCVP
IJHA;ZYJH
IJHA;RLWX
JMG3;JXS1
JMG3;GVJ1
JMG3;M5X7
D4BU;B8RC
D4BU;YNGN
P1B0;DZVS
LGCV;FQEN
LGCV;YXRG
ZSY4;EVVE
EUJQ;LQHR
EUJQ;OKAW
EUJQ;V1KN
LMF1;JECX
G5XB;R0EI
SGZ4;QMIY
SGZ4;LQHR
SGZ4;U2LA
SGZ4;HCVP
SGZ4;OKAW
SGZ4;KLA7
SGZ4;F0W0
SGZ4;OGRH
SGZ4;YTE0
SGZ4;B3SH
WUVB;IJIT
FKZY;P1E6
FKZY;CQZK
RQUQ;YWCZ
G7RL;JLF8
G7RL;BIX0
G7RL;KRJ8
JXIU;U4KY
CWJG;MCZ6
CWJG;FIPN
CWJG;K7XD
CWJG;N0PI
U2HB;NYXX
UULX;JMOA
UULX;GDTH
X5HN;ZSR4
AJNA;W6JA
AJNA;MOCK
AJNA;O8UB
COYP;CMSS
LHG7;N2XI
PLOH;OWNR
PLOH;W5EZ
ZYJH;NCAN
ZYJH;RLWX
ZSRS;M6HI
EVBB;CXJ2
EVBB;XZYF
YWCZ;UYL7
YWCZ;SYML
YWCZ;VUBK
O8UB;A2CK
O8UB;W6JA
O8UB;TCYA
INPA;JPKB
INPA;WLL3
EIUH;S3R8
STQQ;HACZ
UKLB;XEEK
XKUX;YOJS
OKYE;VAT4
LDGM;TZOD
VGJM;LVZ5
QQX1;UGFM
QDYA;H4S9
ODZI;PRWN
UPGB;G8FQ
Y9Y7;WQYL
R7U0;PVR6
R7U0;UFYB
IHQ7;VUBK
IHQ7;UYL7
QHHJ;IADR
KRJ8;BIX0
KRJ8;JLF8
CLUV;JIJZ
U9TZ;B0L8
U9TZ;LUQU
U9TZ;LIJN
IOMQ;P0WC
IOMQ;Q2XN
IOMQ;XAH1
MOCK;A2CK
MOCK;W6JA
MOCK;TCYA
W8HJ;OMT4
W8HJ;LDCT
W8HJ;NEW1
W8HJ;YGFY
VVAE;CPOP
VVAE;H3JB
VVAE;S3R8
COUR;JNYX
COUR;PEJC
OQOE;GDYL
OQOE;H1W5
OQOE;W1TL
OQOE;NKEL
OQOE;NGEF
P1E6;CQZK
RLL4;REM8
RLL4;YOJS
J1T4;Z4O3
J1T4;CQFH
URA4;QKVG
NGEF;W1TL
P0WC;Q2XN
XYDT;EKUW
XYDT;XNP0
XNP0;UGFM
E6MO;U2LA
QVVN;NYF3
J3KG;LDCT
KLA7;DIJ3
KLA7;UMAD
KLA7;HCVP
GLKT;XEDS
MWEY;VUBK
NEW1;YGFY
YTE0;PRWN
FPJS;HCDF
MYU2;ZFYA
W6JA;TCYA
W6JA;A2CK
M6HI;N6VN
M6HI;TKIO
IKKQ;QKVG
YGX4;N2XI
JVW2;EVVE
RGFW;DDFW
MVXR;GWYA
MVXR;YWK9
C9ST;IGHU
IODI;LZD7
IODI;AAMO
N9NE;NKEL
CWCY;FUU0
NDLY;H4S9
H1W5;NKEL
OHAI;DXZP
CGIN;UGFM
FHWB;UGFM
FHWB;LVVG
FHWB;BINF
Z0HZ;E4YP
Z0HZ;HCVP
Z0HZ;LQHR
PFPH;VVDC
BMRN;SAKK
F3H5;V8N4
F3H5;M1H5
LFZ2;ASA1
LVVG;BINF
LVVG;UGFM
EUAE;T6QF
NYF3;P0K0
NYF3;CXX7
NYF3;U2IB
Q2GZ;YSXG
AXJH;L7ML
IJJF;JMOA
IJJF;ZCCP
IJJF;HPOZ
PEJC;JNYX
B3SH;XEDS
B3SH;QTKC
B3SH;HCVP
MQX6;P4A6
MQX6;HBHH
MQX6;J7LP
QLXL;VUBK
SAKK;CXX7
O7DM;CUXL
GYCN;PRWN
BNVP;GWHP
TTQQ;I8YK
QQJB;JIJZ
XAH1;L0VD
XAH1;XEC4
YIH9;CXJ2
YIH9;XZYF
UYL7;EVJ6
UYL7;KYLY
UYL7;WHA4
UFYB;PVR6
NZKN;G8FQ
U0V8;I1N7
U0V8;WBTX
U0V8;YWK9
U0V8;GWYA
U0V8;C9NB
CBXW;A6AC
BTF9;NVSY
BTF9;LKVP
FSAR;UUIV
LVZ5;I5C6
AFD1;U4KY
R9DE;DLV8
R9DE;B0LU
WHL6;DRRO
HHM9;LRJV
HHM9;L8Z6
B0L8;LUQU
SOO9;UGFM
TCYA;VZD8
V1XN;FST5
B0AP;QJUE
Z3LG;VCAK
LIJN;LUQU
V1KN;U2LA
V1KN;EXD1
EBJ6;A2CK
EBJ6;UVRR
N0PI;MCZ6
N0PI;ROXS
UIVX;VUBK
UIVX;EVJ6
UIVX;ZILN
GWHZ;WBTX
GWHZ;I1N7
QFS8;KELM
ENF8;HCVP
C8AF;L7ML
HCVP;QMIY
HCVP;U2LA
HCVP;GJUP
HCVP;GWQF
HCVP;LQHR
HCVP;ONTI
HCVP;EXD1
HCVP;WAWF
ZEKE;DWN8
LMX5;SUJI
WNCX;WWJO
AOMR;TYW2
QYI5;FOFA
SKU1;QMIY
SKU1;B0AR
CXJ2;KHII
CXJ2;H4S9
CXJ2;XZYF
A2CK;UVRR
MVSQ;E3SD
TACQ;GIFI
IGHU;Z4KY
IGHU;IADR
IGHU;RVRM
IGHU;FFNW
ZWL5;L8Z6
ZWL5;IXUO
ZWL5;LRJV
SCZK;CPOP
SCZK;H3WS
SCZK;QYRF
GTCM;W5EZ
RDJ5;FCLC
RDJ5;T7Z4
W5EZ;JPKB
QMIY;U2LA
DLQW;U4KY
X6IX;CDS4
P4A6;HBHH
P4A6;J7LP
YEHO;YNM6
U5LE;G4A4
K5XR;FUU0
JLF8;BIX0
NBNY;XTT9
BPOW;BHQF
MCZ6;OHJO
Y7D4;XKR3
W2KS;CDS4
W2KS;FCLC
W2KS;T7Z4
W2KS;SLEC
L7ML;CMSS
L7ML;NGTJ
G0KK;E3SD
I5WJ;IMHL
JIJZ;VYTT
U3CR;CCW7
W1TL;NKEL
REM8;YOJS
V7JM;VUBK
P7BH;BHQF
IJIT;Y7MK
CDS4;E4U3
CDS4;T7Z4
CDS4;FCLC
CDS4;R0JL
GZS0;C7MQ
GZS0;EHRN
GZS0;NCAN
GZS0;IVLH
GZS0;SFH5
GZS0;MHF7
C7MQ;MHF7
C7MQ;EHRN
C7MQ;SFH5
OMT4;LDCT
OMT4;YGFY
OMT4;FBCX
LRJV;L8Z6
MRU5;L8Z6
UPGV;WBTX
UPGV;I1N7
PRWN;MQY6
PRWN;ONTI
PRWN;LQHR
EHRN;SFH5
EHRN;MHF7
LKVP;FLVB
LKVP;XTT9
OKAW;EXD1
OKAW;U2LA
YGFY;LDCT
DRRO;XYWN
LWM0;N2XI
J7LP;HBHH
KAKR;NVSY
VUBK;SYML
VUBK;B6FI
VUBK;ZILN
VUBK;S0MO
VUBK;EVJ6
FES8;CHOU
JTKE;ASA1
QYLJ;C8NC
WBTX;I1N7
N1Q5;A9PJ
V8N4;M1H5
B0LU;DLV8
YNSN;BJM5
NKEL;HQZS
NKEL;Z9KA
R0JL;FCLC
EKUW;QJUE
FCLC;T7Z4
UGFM;BINF
UGFM;ELL3
U3QS;ZPP6
QJUE;Q7EM
ZILN;EVJ6
CMSS;TSAU
SVP0;XFZF
YWK9;GWYA
JECX;VNB7
XEDS;U2LA
SFH5;MHF7
DIJ3;UMAD
LQHR;EXD1
LQHR;U2LA
E3P2;Q1EI
EVVE;XJM3
C9NB;GWYA
